           Open      Close       High        Low      Volume         VWAP           Timestamp  Transactions  OTC  hour  minute  dayofweek  Close_lag_1  Volume_lag_1   VWAP_lag_1  Close_lag_2  Volume_lag_2   VWAP_lag_2  Close_lag_3  Volume_lag_3   VWAP_lag_3  Close_lag_4  Volume_lag_4   VWAP_lag_4  Close_lag_5  Volume_lag_5   VWAP_lag_5
1010  111151.52  111183.74  111195.75  111020.00    3.334231  111126.7466 2025-05-22 16:50:00           369  NaN    16      50          3    111150.90      4.859015  111162.4249    111224.42      4.894701  111223.1417    111254.35      4.712182  111229.5941    111213.39      7.530248  111165.2202    111116.66      2.149489  111092.7173
1011  111139.20  111187.48  111187.48  111070.00    7.005350  111166.4988 2025-05-22 16:51:00           335  NaN    16      51          3    111183.74      3.334231  111126.7466    111150.90      4.859015  111162.4249    111224.42      4.894701  111223.1417    111254.35      4.712182  111229.5941    111213.39      7.530248  111165.2202
1012  111187.47  111169.47  111205.41  111070.00    5.207706  111173.0228 2025-05-22 16:52:00           380  NaN    16      52          3    111187.48      7.005350  111166.4988    111183.74      3.334231  111126.7466    111150.90      4.859015  111162.4249    111224.42      4.894701  111223.1417    111254.35      4.712182  111229.5941
1013  111148.50  111178.09  111217.37  111070.00    6.478017  111179.1868 2025-05-22 16:53:00           354  NaN    16      53          3    111169.47      5.207706  111173.0228    111187.48      7.005350  111166.4988    111183.74      3.334231  111126.7466    111150.90      4.859015  111162.4249    111224.42      4.894701  111223.1417
1014  111178.10  111161.02  111200.42  111151.80    1.300068  111165.1674 2025-05-22 16:54:00           314  NaN    16      54          3    111178.09      6.478017  111179.1868    111169.47      5.207706  111173.0228    111187.48      7.005350  111166.4988    111183.74      3.334231  111126.7466    111150.90      4.859015  111162.4249
1015  111161.02  111033.30  111161.02  110980.00    1.829542  111068.5051 2025-05-22 16:55:00           367  NaN    16      55          3    111161.02      1.300068  111165.1674    111178.09      6.478017  111179.1868    111169.47      5.207706  111173.0228    111187.48      7.005350  111166.4988    111183.74      3.334231  111126.7466
1016  111033.77  111037.44  111054.86  110900.00    2.071531  111013.7756 2025-05-22 16:56:00           367  NaN    16      56          3    111033.30      1.829542  111068.5051    111161.02      1.300068  111165.1674    111178.09      6.478017  111179.1868    111169.47      5.207706  111173.0228    111187.48      7.005350  111166.4988
1017  111037.43  111070.76  111071.58  110910.00    2.196636  111028.3144 2025-05-22 16:57:00           357  NaN    16      57          3    111037.44      2.071531  111013.7756    111033.30      1.829542  111068.5051    111161.02      1.300068  111165.1674    111178.09      6.478017  111179.1868    111169.47      5.207706  111173.0228
1018  111070.42  111080.27  111098.51  110930.00    3.297288  111062.7932 2025-05-22 16:58:00           395  NaN    16      58          3    111070.76      2.196636  111028.3144    111037.44      2.071531  111013.7756    111033.30      1.829542  111068.5051    111161.02      1.300068  111165.1674    111178.09      6.478017  111179.1868
1019  111076.34  111106.44  111116.96  110950.00    2.975407  111072.1506 2025-05-22 16:59:00           321  NaN    16      59          3    111080.27      3.297288  111062.7932    111070.76      2.196636  111028.3144    111037.44      2.071531  111013.7756    111033.30      1.829542  111068.5051    111161.02      1.300068  111165.1674
1020  111092.30  110994.92  111109.12  110910.00    9.216572  111022.7881 2025-05-22 17:00:00           429  NaN    17       0          3    111106.44      2.975407  111072.1506    111080.27      3.297288  111062.7932    111070.76      2.196636  111028.3144    111037.44      2.071531  111013.7756    111033.30      1.829542  111068.5051
1021  111010.94  110968.02  111010.95  110860.00    2.326131  110985.8475 2025-05-22 17:01:00           269  NaN    17       1          3    110994.92      9.216572  111022.7881    111106.44      2.975407  111072.1506    111080.27      3.297288  111062.7932    111070.76      2.196636  111028.3144    111037.44      2.071531  111013.7756
1022  110968.03  110981.52  111010.98  110860.00    2.880925  110971.0719 2025-05-22 17:02:00           313  NaN    17       2          3    110968.02      2.326131  110985.8475    110994.92      9.216572  111022.7881    111106.44      2.975407  111072.1506    111080.27      3.297288  111062.7932    111070.76      2.196636  111028.3144
1023  110985.52  111006.76  111011.02  110860.00    2.140678  110984.0831 2025-05-22 17:03:00           268  NaN    17       3          3    110981.52      2.880925  110971.0719    110968.02      2.326131  110985.8475    110994.92      9.216572  111022.7881    111106.44      2.975407  111072.1506    111080.27      3.297288  111062.7932
1024  111011.01  111027.45  111074.37  110870.00    2.594934  111022.1190 2025-05-22 17:04:00           345  NaN    17       4          3    111006.76      2.140678  110984.0831    110981.52      2.880925  110971.0719    110968.02      2.326131  110985.8475    110994.92      9.216572  111022.7881    111106.44      2.975407  111072.1506
1025  111022.80  111010.10  111023.19  110870.00    3.200471  110998.9684 2025-05-22 17:05:00           320  NaN    17       5          3    111027.45      2.594934  111022.1190    111006.76      2.140678  110984.0831    110981.52      2.880925  110971.0719    110968.02      2.326131  110985.8475    110994.92      9.216572  111022.7881
1026  111010.66  111022.81  111022.81  110870.00    1.584484  110973.3336 2025-05-22 17:06:00           256  NaN    17       6          3    111010.10      3.200471  110998.9684    111027.45      2.594934  111022.1190    111006.76      2.140678  110984.0831    110981.52      2.880925  110971.0719    110968.02      2.326131  110985.8475
1027  111022.81  111008.05  111027.55  110890.00    1.633679  110991.1709 2025-05-22 17:07:00           256  NaN    17       7          3    111022.81      1.584484  110973.3336    111010.10      3.200471  110998.9684    111027.45      2.594934  111022.1190    111006.76      2.140678  110984.0831    110981.52      2.880925  110971.0719
1028  111000.10  111000.10  111013.24  110890.00    4.000821  110975.9455 2025-05-22 17:08:00           355  NaN    17       8          3    111008.05      1.633679  110991.1709    111022.81      1.584484  110973.3336    111010.10      3.200471  110998.9684    111027.45      2.594934  111022.1190    111006.76      2.140678  110984.0831
1029  110942.51  110976.95  111000.00  110790.00    8.998813  110932.0845 2025-05-22 17:09:00           446  NaN    17       9          3    111000.10      4.000821  110975.9455    111008.05      1.633679  110991.1709    111022.81      1.584484  110973.3336    111010.10      3.200471  110998.9684    111027.45      2.594934  111022.1190
1030  110976.95  110972.47  110976.96  110840.00    1.263436  110930.6395 2025-05-22 17:10:00           239  NaN    17      10          3    110976.95      8.998813  110932.0845    111000.10      4.000821  110975.9455    111008.05      1.633679  110991.1709    111022.81      1.584484  110973.3336    111010.10      3.200471  110998.9684
1031  110972.48  110976.85  110980.03  110840.00    2.015161  110952.0271 2025-05-22 17:11:00           286  NaN    17      11          3    110972.47      1.263436  110930.6395    110976.95      8.998813  110932.0845    111000.10      4.000821  110975.9455    111008.05      1.633679  110991.1709    111022.81      1.584484  110973.3336
1032  110976.27  111003.21  111003.21  110840.00    3.237361  110971.2636 2025-05-22 17:12:00           340  NaN    17      12          3    110976.85      2.015161  110952.0271    110972.47      1.263436  110930.6395    110976.95      8.998813  110932.0845    111000.10      4.000821  110975.9455    111008.05      1.633679  110991.1709
1033  111003.19  110975.33  111013.98  110860.00    5.275830  110974.7313 2025-05-22 17:13:00           346  NaN    17      13          3    111003.21      3.237361  110971.2636    110976.85      2.015161  110952.0271    110972.47      1.263436  110930.6395    110976.95      8.998813  110932.0845    111000.10      4.000821  110975.9455
1034  110975.23  111035.27  111040.00  110840.00    4.712179  110979.7188 2025-05-22 17:14:00           494  NaN    17      14          3    110975.33      5.275830  110974.7313    111003.21      3.237361  110971.2636    110976.85      2.015161  110952.0271    110972.47      1.263436  110930.6395    110976.95      8.998813  110932.0845
1035  111021.10  111074.20  111075.16  110820.00    2.701468  110953.5457 2025-05-22 17:15:00           410  NaN    17      15          3    111035.27      4.712179  110979.7188    110975.33      5.275830  110974.7313    111003.21      3.237361  110971.2636    110976.85      2.015161  110952.0271    110972.47      1.263436  110930.6395
1036  111073.68  111068.00  111152.06  110940.00    5.354715  111102.8420 2025-05-22 17:16:00           479  NaN    17      16          3    111074.20      2.701468  110953.5457    111035.27      4.712179  110979.7188    110975.33      5.275830  110974.7313    111003.21      3.237361  110971.2636    110976.85      2.015161  110952.0271
1037  111117.02  111084.23  111117.02  110970.00    1.923281  111080.1123 2025-05-22 17:17:00           287  NaN    17      17          3    111068.00      5.354715  111102.8420    111074.20      2.701468  110953.5457    111035.27      4.712179  110979.7188    110975.33      5.275830  110974.7313    111003.21      3.237361  110971.2636
1038  111082.99  111100.02  111106.31  110970.00    1.790217  111062.3222 2025-05-22 17:18:00           278  NaN    17      18          3    111084.23      1.923281  111080.1123    111068.00      5.354715  111102.8420    111074.20      2.701468  110953.5457    111035.27      4.712179  110979.7188    110975.33      5.275830  110974.7313
1039  111100.02  111068.00  111101.72  111065.61    5.809426  111082.3349 2025-05-22 17:19:00           399  NaN    17      19          3    111100.02      1.790217  111062.3222    111084.23      1.923281  111080.1123    111068.00      5.354715  111102.8420    111074.20      2.701468  110953.5457    111035.27      4.712179  110979.7188
1040  111068.00  111000.00  111076.48  110870.00    4.149513  110993.7550 2025-05-22 17:20:00           305  NaN    17      20          3    111068.00      5.809426  111082.3349    111100.02      1.790217  111062.3222    111084.23      1.923281  111080.1123    111068.00      5.354715  111102.8420    111074.20      2.701468  110953.5457
1041  111000.01  110952.50  111000.01  110830.00    3.134178  110949.5053 2025-05-22 17:21:00           267  NaN    17      21          3    111000.00      4.149513  110993.7550    111068.00      5.809426  111082.3349    111100.02      1.790217  111062.3222    111084.23      1.923281  111080.1123    111068.00      5.354715  111102.8420
1042  110959.91  110915.84  110963.01  110790.00    4.073502  110929.0059 2025-05-22 17:22:00           323  NaN    17      22          3    110952.50      3.134178  110949.5053    111000.00      4.149513  110993.7550    111068.00      5.809426  111082.3349    111100.02      1.790217  111062.3222    111084.23      1.923281  111080.1123
1043  110915.85  110922.51  110924.51  110790.00    1.885162  110894.5104 2025-05-22 17:23:00           210  NaN    17      23          3    110915.84      4.073502  110929.0059    110952.50      3.134178  110949.5053    111000.00      4.149513  110993.7550    111068.00      5.809426  111082.3349    111100.02      1.790217  111062.3222
1044  110922.51  110901.12  110924.47  110750.00    5.651225  110888.2271 2025-05-22 17:24:00           352  NaN    17      24          3    110922.51      1.885162  110894.5104    110915.84      4.073502  110929.0059    110952.50      3.134178  110949.5053    111000.00      4.149513  110993.7550    111068.00      5.809426  111082.3349
1045  110899.29  110875.40  110933.43  110790.00    3.452464  110898.2652 2025-05-22 17:25:00           278  NaN    17      25          3    110901.12      5.651225  110888.2271    110922.51      1.885162  110894.5104    110915.84      4.073502  110929.0059    110952.50      3.134178  110949.5053    111000.00      4.149513  110993.7550
1046  110919.87  110803.90  110919.87  110650.00   11.317574  110829.5085 2025-05-22 17:26:00           522  NaN    17      26          3    110875.40      3.452464  110898.2652    110901.12      5.651225  110888.2271    110922.51      1.885162  110894.5104    110915.84      4.073502  110929.0059    110952.50      3.134178  110949.5053
1047  110803.89  110852.03  110885.32  110710.00    4.930035  110836.8620 2025-05-22 17:27:00           368  NaN    17      27          3    110803.90     11.317574  110829.5085    110875.40      3.452464  110898.2652    110901.12      5.651225  110888.2271    110922.51      1.885162  110894.5104    110915.84      4.073502  110929.0059
1048  110852.03  110833.92  110852.03  110700.00    6.566332  110813.0934 2025-05-22 17:28:00           286  NaN    17      28          3    110852.03      4.930035  110836.8620    110803.90     11.317574  110829.5085    110875.40      3.452464  110898.2652    110901.12      5.651225  110888.2271    110922.51      1.885162  110894.5104
1049  110833.62  110833.92  110833.92  110700.00    3.537753  110820.9387 2025-05-22 17:29:00           235  NaN    17      29          3    110833.92      6.566332  110813.0934    110852.03      4.930035  110836.8620    110803.90     11.317574  110829.5085    110875.40      3.452464  110898.2652    110901.12      5.651225  110888.2271
1050  110833.92  110796.31  110833.92  110680.00    3.453306  110783.0051 2025-05-22 17:30:00           290  NaN    17      30          3    110833.92      3.537753  110820.9387    110833.92      6.566332  110813.0934    110852.03      4.930035  110836.8620    110803.90     11.317574  110829.5085    110875.40      3.452464  110898.2652
1051  110796.31  110800.35  110842.63  110670.00    6.398009  110799.5908 2025-05-22 17:31:00           385  NaN    17      31          3    110796.31      3.453306  110783.0051    110833.92      3.537753  110820.9387    110833.92      6.566332  110813.0934    110852.03      4.930035  110836.8620    110803.90     11.317574  110829.5085
1052  110800.36  110750.00  110913.64  110680.00    4.712407  110822.8894 2025-05-22 17:32:00           388  NaN    17      32          3    110800.35      6.398009  110799.5908    110796.31      3.453306  110783.0051    110833.92      3.537753  110820.9387    110833.92      6.566332  110813.0934    110852.03      4.930035  110836.8620
1053  110910.56  110939.24  110943.24  110740.00   10.531897  110777.0491 2025-05-22 17:33:00           318  NaN    17      33          3    110750.00      4.712407  110822.8894    110800.35      6.398009  110799.5908    110796.31      3.453306  110783.0051    110833.92      3.537753  110820.9387    110833.92      6.566332  110813.0934
1054  110939.24  110926.99  110939.24  110780.00    3.128216  110914.0442 2025-05-22 17:34:00           248  NaN    17      34          3    110939.24     10.531897  110777.0491    110750.00      4.712407  110822.8894    110800.35      6.398009  110799.5908    110796.31      3.453306  110783.0051    110833.92      3.537753  110820.9387
1055  110918.70  110900.00  111033.83  110790.00    8.021107  110985.0136 2025-05-22 17:35:00           523  NaN    17      35          3    110926.99      3.128216  110914.0442    110939.24     10.531897  110777.0491    110750.00      4.712407  110822.8894    110800.35      6.398009  110799.5908    110796.31      3.453306  110783.0051
1056  111033.82  110940.23  111033.82  110860.00    7.774537  110981.3232 2025-05-22 17:36:00           392  NaN    17      36          3    110900.00      8.021107  110985.0136    110926.99      3.128216  110914.0442    110939.24     10.531897  110777.0491    110750.00      4.712407  110822.8894    110800.35      6.398009  110799.5908
1057  111000.00  110931.81  111000.10  110800.00    3.908309  110909.4189 2025-05-22 17:37:00           256  NaN    17      37          3    110940.23      7.774537  110981.3232    110900.00      8.021107  110985.0136    110926.99      3.128216  110914.0442    110939.24     10.531897  110777.0491    110750.00      4.712407  110822.8894
1058  110922.53  110959.94  110959.96  110810.00    2.200831  110941.7937 2025-05-22 17:38:00           182  NaN    17      38          3    110931.81      3.908309  110909.4189    110940.23      7.774537  110981.3232    110900.00      8.021107  110985.0136    110926.99      3.128216  110914.0442    110939.24     10.531897  110777.0491
1059  110959.94  110980.25  111037.57  110810.00    5.961669  110969.0137 2025-05-22 17:39:00           349  NaN    17      39          3    110959.94      2.200831  110941.7937    110931.81      3.908309  110909.4189    110940.23      7.774537  110981.3232    110900.00      8.021107  110985.0136    110926.99      3.128216  110914.0442
1060  110980.26  110950.80  110995.02  110830.00    3.255238  110949.0500 2025-05-22 17:40:00           251  NaN    17      40          3    110980.25      5.961669  110969.0137    110959.94      2.200831  110941.7937    110931.81      3.908309  110909.4189    110940.23      7.774537  110981.3232    110900.00      8.021107  110985.0136
1061  110950.88  111032.07  111035.97  110830.00    2.040162  110973.2595 2025-05-22 17:41:00           231  NaN    17      41          3    110950.80      3.255238  110949.0500    110980.25      5.961669  110969.0137    110959.94      2.200831  110941.7937    110931.81      3.908309  110909.4189    110940.23      7.774537  110981.3232
1062  111032.06  111045.89  111048.73  110890.00    1.865706  111005.6484 2025-05-22 17:42:00           230  NaN    17      42          3    111032.07      2.040162  110973.2595    110950.80      3.255238  110949.0500    110980.25      5.961669  110969.0137    110959.94      2.200831  110941.7937    110931.81      3.908309  110909.4189
1063  111045.90  110971.72  111046.48  110860.00    3.508002  110959.3684 2025-05-22 17:43:00           281  NaN    17      43          3    111045.89      1.865706  111005.6484    111032.07      2.040162  110973.2595    110950.80      3.255238  110949.0500    110980.25      5.961669  110969.0137    110959.94      2.200831  110941.7937
1064  110971.71  111000.56  111022.69  110870.00    3.479998  110988.6884 2025-05-22 17:44:00           294  NaN    17      44          3    110971.72      3.508002  110959.3684    111045.89      1.865706  111005.6484    111032.07      2.040162  110973.2595    110950.80      3.255238  110949.0500    110980.25      5.961669  110969.0137
1065  110890.00  110992.92  111006.13  110890.00   10.487800  110987.7658 2025-05-22 17:45:00           357  NaN    17      45          3    111000.56      3.479998  110988.6884    110971.72      3.508002  110959.3684    111045.89      1.865706  111005.6484    111032.07      2.040162  110973.2595    110950.80      3.255238  110949.0500
1066  110995.37  110991.77  110996.00  110890.00    2.015051  110982.4489 2025-05-22 17:46:00           197  NaN    17      46          3    110992.92     10.487800  110987.7658    111000.56      3.479998  110988.6884    110971.72      3.508002  110959.3684    111045.89      1.865706  111005.6484    111032.07      2.040162  110973.2595
1067  110991.77  110942.49  110993.37  110890.00    3.375725  110930.0841 2025-05-22 17:47:00           270  NaN    17      47          3    110991.77      2.015051  110982.4489    110992.92     10.487800  110987.7658    111000.56      3.479998  110988.6884    110971.72      3.508002  110959.3684    111045.89      1.865706  111005.6484
1068  110942.49  110821.99  110944.00  110750.00    9.424711  110888.3151 2025-05-22 17:48:00           381  NaN    17      48          3    110942.49      3.375725  110930.0841    110991.77      2.015051  110982.4489    110992.92     10.487800  110987.7658    111000.56      3.479998  110988.6884    110971.72      3.508002  110959.3684
1069  110820.80  110779.10  110837.00  110680.00    4.009525  110789.3777 2025-05-22 17:49:00           381  NaN    17      49          3    110821.99      9.424711  110888.3151    110942.49      3.375725  110930.0841    110991.77      2.015051  110982.4489    110992.92     10.487800  110987.7658    111000.56      3.479998  110988.6884
1070  110817.52  110898.42  110898.42  110690.00    7.994882  110832.9161 2025-05-22 17:50:00           481  NaN    17      50          3    110779.10      4.009525  110789.3777    110821.99      9.424711  110888.3151    110942.49      3.375725  110930.0841    110991.77      2.015051  110982.4489    110992.92     10.487800  110987.7658
1071  110898.39  110872.29  110898.42  110740.00    6.442755  110849.0561 2025-05-22 17:51:00           351  NaN    17      51          3    110898.42      7.994882  110832.9161    110779.10      4.009525  110789.3777    110821.99      9.424711  110888.3151    110942.49      3.375725  110930.0841    110991.77      2.015051  110982.4489
1072  110873.28  110838.90  110911.63  110750.00    4.570417  110867.9027 2025-05-22 17:52:00           324  NaN    17      52          3    110872.29      6.442755  110849.0561    110898.42      7.994882  110832.9161    110779.10      4.009525  110789.3777    110821.99      9.424711  110888.3151    110942.49      3.375725  110930.0841
1073  110896.61  110864.28  110898.34  110750.00    4.386086  110859.2682 2025-05-22 17:53:00           345  NaN    17      53          3    110838.90      4.570417  110867.9027    110872.29      6.442755  110849.0561    110898.42      7.994882  110832.9161    110779.10      4.009525  110789.3777    110821.99      9.424711  110888.3151
1074  110860.83  110861.68  110864.95  110750.00    5.178984  110842.9110 2025-05-22 17:54:00           315  NaN    17      54          3    110864.28      4.386086  110859.2682    110838.90      4.570417  110867.9027    110872.29      6.442755  110849.0561    110898.42      7.994882  110832.9161    110779.10      4.009525  110789.3777
1075  110860.49  110861.33  110862.29  110730.00    5.787832  110840.6216 2025-05-22 17:55:00           347  NaN    17      55          3    110861.68      5.178984  110842.9110    110864.28      4.386086  110859.2682    110838.90      4.570417  110867.9027    110872.29      6.442755  110849.0561    110898.42      7.994882  110832.9161
1076  110861.40  110901.28  110940.95  110760.00    3.644880  110911.9190 2025-05-22 17:56:00           388  NaN    17      56          3    110861.33      5.787832  110840.6216    110861.68      5.178984  110842.9110    110864.28      4.386086  110859.2682    110838.90      4.570417  110867.9027    110872.29      6.442755  110849.0561
1077  110901.27  110899.90  110903.27  110770.00    5.234924  110886.8095 2025-05-22 17:57:00           374  NaN    17      57          3    110901.28      3.644880  110911.9190    110861.33      5.787832  110840.6216    110861.68      5.178984  110842.9110    110864.28      4.386086  110859.2682    110838.90      4.570417  110867.9027
1078  110899.90  110944.58  110945.98  110800.00   10.293993  110910.0084 2025-05-22 17:58:00           421  NaN    17      58          3    110899.90      5.234924  110886.8095    110901.28      3.644880  110911.9190    110861.33      5.787832  110840.6216    110861.68      5.178984  110842.9110    110864.28      4.386086  110859.2682
1079  110947.86  110857.90  110947.87  110720.00    7.415167  110869.7055 2025-05-22 17:59:00           421  NaN    17      59          3    110944.58     10.293993  110910.0084    110899.90      5.234924  110886.8095    110901.28      3.644880  110911.9190    110861.33      5.787832  110840.6216    110861.68      5.178984  110842.9110
1080  110868.89  110937.90  111036.67  110750.00    4.699801  110944.4914 2025-05-22 18:00:00           386  NaN    18       0          3    110857.90      7.415167  110869.7055    110944.58     10.293993  110910.0084    110899.90      5.234924  110886.8095    110901.28      3.644880  110911.9190    110861.33      5.787832  110840.6216
1081  111024.59  110950.91  111072.63  110860.00    2.330687  110982.7166 2025-05-22 18:01:00           387  NaN    18       1          3    110937.90      4.699801  110944.4914    110857.90      7.415167  110869.7055    110944.58     10.293993  110910.0084    110899.90      5.234924  110886.8095    110901.28      3.644880  110911.9190
1082  110950.91  110992.20  111013.30  110830.00    5.238693  110960.2565 2025-05-22 18:02:00           450  NaN    18       2          3    110950.91      2.330687  110982.7166    110937.90      4.699801  110944.4914    110857.90      7.415167  110869.7055    110944.58     10.293993  110910.0084    110899.90      5.234924  110886.8095
1083  111008.15  111056.76  111086.15  110890.00    5.253301  111052.5320 2025-05-22 18:03:00           452  NaN    18       3          3    110992.20      5.238693  110960.2565    110950.91      2.330687  110982.7166    110937.90      4.699801  110944.4914    110857.90      7.415167  110869.7055    110944.58     10.293993  110910.0084
1084  111056.76  111058.44  111111.11  110950.00    6.053982  111068.6901 2025-05-22 18:04:00           436  NaN    18       4          3    111056.76      5.253301  111052.5320    110992.20      5.238693  110960.2565    110950.91      2.330687  110982.7166    110937.90      4.699801  110944.4914    110857.90      7.415167  110869.7055
1085  111057.78  111033.87  111094.08  110930.00    4.477364  111070.7226 2025-05-22 18:05:00           358  NaN    18       5          3    111058.44      6.053982  111068.6901    111056.76      5.253301  111052.5320    110992.20      5.238693  110960.2565    110950.91      2.330687  110982.7166    110937.90      4.699801  110944.4914
1086  111033.88  111044.51  111081.79  110930.00    1.454685  111048.4550 2025-05-22 18:06:00           333  NaN    18       6          3    111033.87      4.477364  111070.7226    111058.44      6.053982  111068.6901    111056.76      5.253301  111052.5320    110992.20      5.238693  110960.2565    110950.91      2.330687  110982.7166
1087  111043.36  111050.37  111084.48  110950.00    5.133737  111051.5437 2025-05-22 18:07:00           393  NaN    18       7          3    111044.51      1.454685  111048.4550    111033.87      4.477364  111070.7226    111058.44      6.053982  111068.6901    111056.76      5.253301  111052.5320    110992.20      5.238693  110960.2565
1088  111045.44  111084.74  111088.72  110960.00    1.794123  111060.1433 2025-05-22 18:08:00           306  NaN    18       8          3    111050.37      5.133737  111051.5437    111044.51      1.454685  111048.4550    111033.87      4.477364  111070.7226    111058.44      6.053982  111068.6901    111056.76      5.253301  111052.5320
1089  111084.16  111070.56  111091.61  110970.00    2.413751  111069.8783 2025-05-22 18:09:00           308  NaN    18       9          3    111084.74      1.794123  111060.1433    111050.37      5.133737  111051.5437    111044.51      1.454685  111048.4550    111033.87      4.477364  111070.7226    111058.44      6.053982  111068.6901
1090  111071.44  111123.55  111164.56  110990.00    7.160148  111089.2488 2025-05-22 18:10:00           415  NaN    18      10          3    111070.56      2.413751  111069.8783    111084.74      1.794123  111060.1433    111050.37      5.133737  111051.5437    111044.51      1.454685  111048.4550    111033.87      4.477364  111070.7226
1091  111123.54  111171.88  111174.31  111010.00    7.561113  111113.1398 2025-05-22 18:11:00           383  NaN    18      11          3    111123.55      7.160148  111089.2488    111070.56      2.413751  111069.8783    111084.74      1.794123  111060.1433    111050.37      5.133737  111051.5437    111044.51      1.454685  111048.4550
1092  111171.87  111166.14  111171.88  111020.00    3.626936  111134.2558 2025-05-22 18:12:00           309  NaN    18      12          3    111171.88      7.561113  111113.1398    111123.55      7.160148  111089.2488    111070.56      2.413751  111069.8783    111084.74      1.794123  111060.1433    111050.37      5.133737  111051.5437
1093  111166.14  111095.07  111166.15  111095.07    2.362835  111144.5373 2025-05-22 18:13:00           315  NaN    18      13          3    111166.14      3.626936  111134.2558    111171.88      7.561113  111113.1398    111123.55      7.160148  111089.2488    111070.56      2.413751  111069.8783    111084.74      1.794123  111060.1433
1094  111097.45  111095.08  111125.50  110980.00    1.188300  111083.8836 2025-05-22 18:14:00           223  NaN    18      14          3    111095.07      2.362835  111144.5373    111166.14      3.626936  111134.2558    111171.88      7.561113  111113.1398    111123.55      7.160148  111089.2488    111070.56      2.413751  111069.8783
1095  111094.91  111118.51  111118.51  110960.00    2.348070  111075.8974 2025-05-22 18:15:00           340  NaN    18      15          3    111095.08      1.188300  111083.8836    111095.07      2.362835  111144.5373    111166.14      3.626936  111134.2558    111171.88      7.561113  111113.1398    111123.55      7.160148  111089.2488
1096  111118.51  111101.39  111118.51  111000.00    3.917326  111096.0018 2025-05-22 18:16:00           285  NaN    18      16          3    111118.51      2.348070  111075.8974    111095.08      1.188300  111083.8836    111095.07      2.362835  111144.5373    111166.14      3.626936  111134.2558    111171.88      7.561113  111113.1398
1097  111101.40  111187.53  111188.94  110980.00    4.841545  111116.2085 2025-05-22 18:17:00           346  NaN    18      17          3    111101.39      3.917326  111096.0018    111118.51      2.348070  111075.8974    111095.08      1.188300  111083.8836    111095.07      2.362835  111144.5373    111166.14      3.626936  111134.2558
1098  111187.53  111181.18  111202.00  111060.00    7.467607  111164.8365 2025-05-22 18:18:00           311  NaN    18      18          3    111187.53      4.841545  111116.2085    111101.39      3.917326  111096.0018    111118.51      2.348070  111075.8974    111095.08      1.188300  111083.8836    111095.07      2.362835  111144.5373
1099  111181.18  111197.09  111197.09  111020.00    3.096453  111140.7990 2025-05-22 18:19:00           252  NaN    18      19          3    111181.18      7.467607  111164.8365    111187.53      4.841545  111116.2085    111101.39      3.917326  111096.0018    111118.51      2.348070  111075.8974    111095.08      1.188300  111083.8836
1100  111184.55  111165.42  111184.55  111040.00    1.661939  111136.6197 2025-05-22 18:20:00           220  NaN    18      20          3    111197.09      3.096453  111140.7990    111181.18      7.467607  111164.8365    111187.53      4.841545  111116.2085    111101.39      3.917326  111096.0018    111118.51      2.348070  111075.8974
1101  111162.28  111149.22  111200.99  111050.00    2.615215  111166.9259 2025-05-22 18:21:00           255  NaN    18      21          3    111165.42      1.661939  111136.6197    111197.09      3.096453  111140.7990    111181.18      7.467607  111164.8365    111187.53      4.841545  111116.2085    111101.39      3.917326  111096.0018
1102  111149.22  111116.17  111174.04  111040.00    1.383807  111149.0511 2025-05-22 18:22:00           251  NaN    18      22          3    111149.22      2.615215  111166.9259    111165.42      1.661939  111136.6197    111197.09      3.096453  111140.7990    111181.18      7.467607  111164.8365    111187.53      4.841545  111116.2085
1103  111116.17  111127.44  111155.53  111010.00    2.718364  111120.3713 2025-05-22 18:23:00           305  NaN    18      23          3    111116.17      1.383807  111149.0511    111149.22      2.615215  111166.9259    111165.42      1.661939  111136.6197    111197.09      3.096453  111140.7990    111181.18      7.467607  111164.8365
1104  111127.47  111063.10  111127.47  110950.00    5.744417  111099.8137 2025-05-22 18:24:00           316  NaN    18      24          3    111127.44      2.718364  111120.3713    111116.17      1.383807  111149.0511    111149.22      2.615215  111166.9259    111165.42      1.661939  111136.6197    111197.09      3.096453  111140.7990
1105  111071.70  111079.79  111088.72  111055.97    0.924230  111070.5170 2025-05-22 18:25:00           224  NaN    18      25          3    111063.10      5.744417  111099.8137    111127.44      2.718364  111120.3713    111116.17      1.383807  111149.0511    111149.22      2.615215  111166.9259    111165.42      1.661939  111136.6197
1106  111079.79  111097.02  111106.37  110970.00    1.634830  111068.0671 2025-05-22 18:26:00           203  NaN    18      26          3    111079.79      0.924230  111070.5170    111063.10      5.744417  111099.8137    111127.44      2.718364  111120.3713    111116.17      1.383807  111149.0511    111149.22      2.615215  111166.9259
1107  111097.02  111101.46  111112.99  110970.00    1.387540  111060.1854 2025-05-22 18:27:00           186  NaN    18      27          3    111097.02      1.634830  111068.0671    111079.79      0.924230  111070.5170    111063.10      5.744417  111099.8137    111127.44      2.718364  111120.3713    111116.17      1.383807  111149.0511
1108  111078.40  111082.31  111099.39  111078.40    0.853378  111094.2423 2025-05-22 18:28:00           162  NaN    18      28          3    111101.46      1.387540  111060.1854    111097.02      1.634830  111068.0671    111079.79      0.924230  111070.5170    111063.10      5.744417  111099.8137    111127.44      2.718364  111120.3713
