           Open      Close       High        Low      Volume         VWAP           Timestamp  Transactions  OTC  hour  minute  dayofweek  Close_lag_1  Volume_lag_1   VWAP_lag_1  Close_lag_2  Volume_lag_2   VWAP_lag_2  Close_lag_3  Volume_lag_3   VWAP_lag_3  Close_lag_4  Volume_lag_4   VWAP_lag_4  Close_lag_5  Volume_lag_5   VWAP_lag_5
379   110796.74  110771.66  110813.69  110690.00    8.858379  110790.2096 2025-05-22 06:19:00           501  NaN     6      19          3    110796.75      2.449838  110739.6967    110738.10      2.656061  110725.4160    110711.68      3.190032  110701.1866    110727.75      5.533862  110726.4101    110749.06      2.257828  110736.4516
380   110771.29  110787.43  110808.52  110700.00    3.601734  110785.1750 2025-05-22 06:20:00           308  NaN     6      20          3    110771.66      8.858379  110790.2096    110796.75      2.449838  110739.6967    110738.10      2.656061  110725.4160    110711.68      3.190032  110701.1866    110727.75      5.533862  110726.4101
381   110787.43  110829.38  110860.57  110730.00    6.798198  110830.3442 2025-05-22 06:21:00           320  NaN     6      21          3    110787.43      3.601734  110785.1750    110771.66      8.858379  110790.2096    110796.75      2.449838  110739.6967    110738.10      2.656061  110725.4160    110711.68      3.190032  110701.1866
382   110829.38  110777.12  110857.93  110700.00    8.185481  110815.5189 2025-05-22 06:22:00           417  NaN     6      22          3    110829.38      6.798198  110830.3442    110787.43      3.601734  110785.1750    110771.66      8.858379  110790.2096    110796.75      2.449838  110739.6967    110738.10      2.656061  110725.4160
383   110777.11  110803.47  110842.47  110720.00    3.426114  110806.4021 2025-05-22 06:23:00           268  NaN     6      23          3    110777.12      8.185481  110815.5189    110829.38      6.798198  110830.3442    110787.43      3.601734  110785.1750    110771.66      8.858379  110790.2096    110796.75      2.449838  110739.6967
384   110809.40  110887.24  110892.99  110720.00    0.977384  110810.2715 2025-05-22 06:24:00           218  NaN     6      24          3    110803.47      3.426114  110806.4021    110777.12      8.185481  110815.5189    110829.38      6.798198  110830.3442    110787.43      3.601734  110785.1750    110771.66      8.858379  110790.2096
385   110886.77  110872.57  110891.13  110780.00    2.186429  110845.4984 2025-05-22 06:25:00           304  NaN     6      25          3    110887.24      0.977384  110810.2715    110803.47      3.426114  110806.4021    110777.12      8.185481  110815.5189    110829.38      6.798198  110830.3442    110787.43      3.601734  110785.1750
386   110872.57  110926.74  110931.79  110790.00    2.884773  110884.5163 2025-05-22 06:26:00           278  NaN     6      26          3    110872.57      2.186429  110845.4984    110887.24      0.977384  110810.2715    110803.47      3.426114  110806.4021    110777.12      8.185481  110815.5189    110829.38      6.798198  110830.3442
387   110927.19  110921.41  110939.16  110820.00    4.899471  110910.5043 2025-05-22 06:27:00           303  NaN     6      27          3    110926.74      2.884773  110884.5163    110872.57      2.186429  110845.4984    110887.24      0.977384  110810.2715    110803.47      3.426114  110806.4021    110777.12      8.185481  110815.5189
388   110920.69  110904.70  110962.14  110830.00    1.166033  110911.0328 2025-05-22 06:28:00           230  NaN     6      28          3    110921.41      4.899471  110910.5043    110926.74      2.884773  110884.5163    110872.57      2.186429  110845.4984    110887.24      0.977384  110810.2715    110803.47      3.426114  110806.4021
389   110904.70  110919.75  110950.65  110840.00    3.826510  110916.5457 2025-05-22 06:29:00           224  NaN     6      29          3    110904.70      1.166033  110911.0328    110921.41      4.899471  110910.5043    110926.74      2.884773  110884.5163    110872.57      2.186429  110845.4984    110887.24      0.977384  110810.2715
390   110909.15  110907.46  110925.30  110810.00    4.146156  110896.5196 2025-05-22 06:30:00           201  NaN     6      30          3    110919.75      3.826510  110916.5457    110904.70      1.166033  110911.0328    110921.41      4.899471  110910.5043    110926.74      2.884773  110884.5163    110872.57      2.186429  110845.4984
391   110907.45  110940.52  110945.64  110760.00   10.147632  110893.4075 2025-05-22 06:31:00           346  NaN     6      31          3    110907.46      4.146156  110896.5196    110919.75      3.826510  110916.5457    110904.70      1.166033  110911.0328    110921.41      4.899471  110910.5043    110926.74      2.884773  110884.5163
392   110941.47  110853.11  110972.11  110800.00    3.176378  110866.7038 2025-05-22 06:32:00           347  NaN     6      32          3    110940.52     10.147632  110893.4075    110907.46      4.146156  110896.5196    110919.75      3.826510  110916.5457    110904.70      1.166033  110911.0328    110921.41      4.899471  110910.5043
393   110853.10  110881.47  110899.73  110770.00    2.138688  110867.1037 2025-05-22 06:33:00           233  NaN     6      33          3    110853.11      3.176378  110866.7038    110940.52     10.147632  110893.4075    110907.46      4.146156  110896.5196    110919.75      3.826510  110916.5457    110904.70      1.166033  110911.0328
394   110876.27  110914.12  110915.59  110780.00    4.034710  110881.4620 2025-05-22 06:34:00           263  NaN     6      34          3    110881.47      2.138688  110867.1037    110853.11      3.176378  110866.7038    110940.52     10.147632  110893.4075    110907.46      4.146156  110896.5196    110919.75      3.826510  110916.5457
395   110915.59  110863.76  110915.59  110800.00    3.189028  110876.4070 2025-05-22 06:35:00           274  NaN     6      35          3    110914.12      4.034710  110881.4620    110881.47      2.138688  110867.1037    110853.11      3.176378  110866.7038    110940.52     10.147632  110893.4075    110907.46      4.146156  110896.5196
396   110857.55  110901.26  110906.69  110780.00    1.975653  110861.8433 2025-05-22 06:36:00           225  NaN     6      36          3    110863.76      3.189028  110876.4070    110914.12      4.034710  110881.4620    110881.47      2.138688  110867.1037    110853.11      3.176378  110866.7038    110940.52     10.147632  110893.4075
397   110876.10  110831.15  110913.63  110800.00    5.532764  110883.7977 2025-05-22 06:37:00           254  NaN     6      37          3    110901.26      1.975653  110861.8433    110863.76      3.189028  110876.4070    110914.12      4.034710  110881.4620    110881.47      2.138688  110867.1037    110853.11      3.176378  110866.7038
398   110831.15  110860.94  110886.13  110760.00    3.929451  110841.7942 2025-05-22 06:38:00           293  NaN     6      38          3    110831.15      5.532764  110883.7977    110901.26      1.975653  110861.8433    110863.76      3.189028  110876.4070    110914.12      4.034710  110881.4620    110881.47      2.138688  110867.1037
399   110860.94  110876.00  110876.10  110760.00    2.552736  110835.0345 2025-05-22 06:39:00           209  NaN     6      39          3    110860.94      3.929451  110841.7942    110831.15      5.532764  110883.7977    110901.26      1.975653  110861.8433    110863.76      3.189028  110876.4070    110914.12      4.034710  110881.4620
400   110858.14  110838.05  110881.96  110760.00    1.603980  110834.5030 2025-05-22 06:40:00           200  NaN     6      40          3    110876.00      2.552736  110835.0345    110860.94      3.929451  110841.7942    110831.15      5.532764  110883.7977    110901.26      1.975653  110861.8433    110863.76      3.189028  110876.4070
401   110838.06  110914.79  110926.64  110750.00    6.622379  110875.1098 2025-05-22 06:41:00           381  NaN     6      41          3    110838.05      1.603980  110834.5030    110876.00      2.552736  110835.0345    110860.94      3.929451  110841.7942    110831.15      5.532764  110883.7977    110901.26      1.975653  110861.8433
402   110914.79  110905.91  110914.79  110800.00    5.848680  110882.7238 2025-05-22 06:42:00           224  NaN     6      42          3    110914.79      6.622379  110875.1098    110838.05      1.603980  110834.5030    110876.00      2.552736  110835.0345    110860.94      3.929451  110841.7942    110831.15      5.532764  110883.7977
403   110897.70  110760.00  110904.43  110760.00    2.258435  110856.9270 2025-05-22 06:43:00           182  NaN     6      43          3    110905.91      5.848680  110882.7238    110914.79      6.622379  110875.1098    110838.05      1.603980  110834.5030    110876.00      2.552736  110835.0345    110860.94      3.929451  110841.7942
404   110846.39  110928.73  110935.17  110790.00    3.658087  110857.1033 2025-05-22 06:44:00           241  NaN     6      44          3    110760.00      2.258435  110856.9270    110905.91      5.848680  110882.7238    110914.79      6.622379  110875.1098    110838.05      1.603980  110834.5030    110876.00      2.552736  110835.0345
405   110876.00  110847.82  110934.03  110770.00    1.922160  110855.3946 2025-05-22 06:45:00           276  NaN     6      45          3    110928.73      3.658087  110857.1033    110760.00      2.258435  110856.9270    110905.91      5.848680  110882.7238    110914.79      6.622379  110875.1098    110838.05      1.603980  110834.5030
406   110841.93  110870.80  110899.02  110750.00    2.404113  110844.9081 2025-05-22 06:46:00           307  NaN     6      46          3    110847.82      1.922160  110855.3946    110928.73      3.658087  110857.1033    110760.00      2.258435  110856.9270    110905.91      5.848680  110882.7238    110914.79      6.622379  110875.1098
407   110870.80  110848.50  110888.37  110760.00    7.117009  110847.1313 2025-05-22 06:47:00           392  NaN     6      47          3    110870.80      2.404113  110844.9081    110847.82      1.922160  110855.3946    110928.73      3.658087  110857.1033    110760.00      2.258435  110856.9270    110905.91      5.848680  110882.7238
408   110848.51  110727.40  110855.38  110700.00    6.272587  110772.9766 2025-05-22 06:48:00           405  NaN     6      48          3    110848.50      7.117009  110847.1313    110870.80      2.404113  110844.9081    110847.82      1.922160  110855.3946    110928.73      3.658087  110857.1033    110760.00      2.258435  110856.9270
409   110734.01  110740.80  110753.62  110630.00    7.313833  110718.9135 2025-05-22 06:49:00           264  NaN     6      49          3    110727.40      6.272587  110772.9766    110848.50      7.117009  110847.1313    110870.80      2.404113  110844.9081    110847.82      1.922160  110855.3946    110928.73      3.658087  110857.1033
410   110740.80  110811.82  110811.82  110650.00    3.980753  110743.7848 2025-05-22 06:50:00           327  NaN     6      50          3    110740.80      7.313833  110718.9135    110727.40      6.272587  110772.9766    110848.50      7.117009  110847.1313    110870.80      2.404113  110844.9081    110847.82      1.922160  110855.3946
411   110811.82  110850.80  110857.49  110720.00    4.433198  110795.6885 2025-05-22 06:51:00           325  NaN     6      51          3    110811.82      3.980753  110743.7848    110740.80      7.313833  110718.9135    110727.40      6.272587  110772.9766    110848.50      7.117009  110847.1313    110870.80      2.404113  110844.9081
412   110852.27  110835.43  110852.71  110740.00    1.841816  110818.3958 2025-05-22 06:52:00           253  NaN     6      52          3    110850.80      4.433198  110795.6885    110811.82      3.980753  110743.7848    110740.80      7.313833  110718.9135    110727.40      6.272587  110772.9766    110848.50      7.117009  110847.1313
413   110835.20  110822.64  110840.01  110730.00    1.679994  110798.6718 2025-05-22 06:53:00           235  NaN     6      53          3    110835.43      1.841816  110818.3958    110850.80      4.433198  110795.6885    110811.82      3.980753  110743.7848    110740.80      7.313833  110718.9135    110727.40      6.272587  110772.9766
414   110822.63  110777.12  110822.63  110773.75    4.845873  110800.7807 2025-05-22 06:54:00           257  NaN     6      54          3    110822.64      1.679994  110798.6718    110835.43      1.841816  110818.3958    110850.80      4.433198  110795.6885    110811.82      3.980753  110743.7848    110740.80      7.313833  110718.9135
415   110800.30  110750.74  110800.30  110650.00    4.093950  110751.3594 2025-05-22 06:55:00           271  NaN     6      55          3    110777.12      4.845873  110800.7807    110822.64      1.679994  110798.6718    110835.43      1.841816  110818.3958    110850.80      4.433198  110795.6885    110811.82      3.980753  110743.7848
416   110750.74  110847.76  110861.62  110660.00   10.693071  110792.2425 2025-05-22 06:56:00           449  NaN     6      56          3    110750.74      4.093950  110751.3594    110777.12      4.845873  110800.7807    110822.64      1.679994  110798.6718    110835.43      1.841816  110818.3958    110850.80      4.433198  110795.6885
417   110847.75  110808.47  110849.50  110740.00    2.975214  110813.2543 2025-05-22 06:57:00           264  NaN     6      57          3    110847.76     10.693071  110792.2425    110750.74      4.093950  110751.3594    110777.12      4.845873  110800.7807    110822.64      1.679994  110798.6718    110835.43      1.841816  110818.3958
418   110808.46  110800.16  110812.90  110740.00    1.387096  110795.8774 2025-05-22 06:58:00           205  NaN     6      58          3    110808.47      2.975214  110813.2543    110847.76     10.693071  110792.2425    110750.74      4.093950  110751.3594    110777.12      4.845873  110800.7807    110822.64      1.679994  110798.6718
419   110800.20  110794.22  110815.45  110720.00    1.648402  110779.1387 2025-05-22 06:59:00           193  NaN     6      59          3    110800.16      1.387096  110795.8774    110808.47      2.975214  110813.2543    110847.76     10.693071  110792.2425    110750.74      4.093950  110751.3594    110777.12      4.845873  110800.7807
420   110800.30  110827.79  110849.49  110720.00    5.042246  110795.7338 2025-05-22 07:00:00           325  NaN     7       0          3    110794.22      1.648402  110779.1387    110800.16      1.387096  110795.8774    110808.47      2.975214  110813.2543    110847.76     10.693071  110792.2425    110750.74      4.093950  110751.3594
421   110827.78  110824.20  110849.50  110720.00    2.170139  110818.6239 2025-05-22 07:01:00           208  NaN     7       1          3    110827.79      5.042246  110795.7338    110794.22      1.648402  110779.1387    110800.16      1.387096  110795.8774    110808.47      2.975214  110813.2543    110847.76     10.693071  110792.2425
422   110824.19  110801.87  110875.20  110730.00    3.106657  110811.4605 2025-05-22 07:02:00           270  NaN     7       2          3    110824.20      2.170139  110818.6239    110827.79      5.042246  110795.7338    110794.22      1.648402  110779.1387    110800.16      1.387096  110795.8774    110808.47      2.975214  110813.2543
423   110801.88  110748.90  110809.88  110660.00    1.888153  110743.3061 2025-05-22 07:03:00           274  NaN     7       3          3    110801.87      3.106657  110811.4605    110824.20      2.170139  110818.6239    110827.79      5.042246  110795.7338    110794.22      1.648402  110779.1387    110800.16      1.387096  110795.8774
424   110748.90  110718.75  110761.15  110660.00    2.358434  110730.7815 2025-05-22 07:04:00           301  NaN     7       4          3    110748.90      1.888153  110743.3061    110801.87      3.106657  110811.4605    110824.20      2.170139  110818.6239    110827.79      5.042246  110795.7338    110794.22      1.648402  110779.1387
425   110718.74  110737.13  110747.00  110640.00    1.202274  110713.4234 2025-05-22 07:05:00           231  NaN     7       5          3    110718.75      2.358434  110730.7815    110748.90      1.888153  110743.3061    110801.87      3.106657  110811.4605    110824.20      2.170139  110818.6239    110827.79      5.042246  110795.7338
426   110735.69  110664.05  110768.60  110620.00    8.409791  110717.4594 2025-05-22 07:06:00           459  NaN     7       6          3    110737.13      1.202274  110713.4234    110718.75      2.358434  110730.7815    110748.90      1.888153  110743.3061    110801.87      3.106657  110811.4605    110824.20      2.170139  110818.6239
427   110664.06  110717.90  110738.64  110580.00    3.705885  110683.0119 2025-05-22 07:07:00           361  NaN     7       7          3    110664.05      8.409791  110717.4594    110737.13      1.202274  110713.4234    110718.75      2.358434  110730.7815    110748.90      1.888153  110743.3061    110801.87      3.106657  110811.4605
428   110717.91  110617.94  110717.91  110550.00    3.252582  110657.3645 2025-05-22 07:08:00           303  NaN     7       8          3    110717.90      3.705885  110683.0119    110664.05      8.409791  110717.4594    110737.13      1.202274  110713.4234    110718.75      2.358434  110730.7815    110748.90      1.888153  110743.3061
429   110619.80  110664.64  110670.02  110560.00    2.458503  110647.4871 2025-05-22 07:09:00           294  NaN     7       9          3    110617.94      3.252582  110657.3645    110717.90      3.705885  110683.0119    110664.05      8.409791  110717.4594    110737.13      1.202274  110713.4234    110718.75      2.358434  110730.7815
430   110664.64  110701.62  110728.14  110580.00    7.071197  110685.9570 2025-05-22 07:10:00           431  NaN     7      10          3    110664.64      2.458503  110647.4871    110617.94      3.252582  110657.3645    110717.90      3.705885  110683.0119    110664.05      8.409791  110717.4594    110737.13      1.202274  110713.4234
431   110701.63  110710.60  110733.91  110620.00    1.931476  110694.3827 2025-05-22 07:11:00           253  NaN     7      11          3    110701.62      7.071197  110685.9570    110664.64      2.458503  110647.4871    110617.94      3.252582  110657.3645    110717.90      3.705885  110683.0119    110664.05      8.409791  110717.4594
432   110710.59  110793.75  110793.76  110620.00    3.439485  110714.5353 2025-05-22 07:12:00           269  NaN     7      12          3    110710.60      1.931476  110694.3827    110701.62      7.071197  110685.9570    110664.64      2.458503  110647.4871    110617.94      3.252582  110657.3645    110717.90      3.705885  110683.0119
433   110690.00  110790.34  110793.75  110670.00    3.993704  110739.6609 2025-05-22 07:13:00           278  NaN     7      13          3    110793.75      3.439485  110714.5353    110710.60      1.931476  110694.3827    110701.62      7.071197  110685.9570    110664.64      2.458503  110647.4871    110617.94      3.252582  110657.3645
434   110787.31  110734.20  110788.27  110650.00    2.330054  110753.3861 2025-05-22 07:14:00           248  NaN     7      14          3    110790.34      3.993704  110739.6609    110793.75      3.439485  110714.5353    110710.60      1.931476  110694.3827    110701.62      7.071197  110685.9570    110664.64      2.458503  110647.4871
435   110734.20  110718.68  110734.20  110570.00   14.157447  110696.5194 2025-05-22 07:15:00           526  NaN     7      15          3    110734.20      2.330054  110753.3861    110790.34      3.993704  110739.6609    110793.75      3.439485  110714.5353    110710.60      1.931476  110694.3827    110701.62      7.071197  110685.9570
436   110718.69  110590.00  110748.87  110580.00    3.316538  110705.2960 2025-05-22 07:16:00           280  NaN     7      16          3    110718.68     14.157447  110696.5194    110734.20      2.330054  110753.3861    110790.34      3.993704  110739.6609    110793.75      3.439485  110714.5353    110710.60      1.931476  110694.3827
437   110697.13  110651.95  110706.14  110600.00    4.374090  110665.0344 2025-05-22 07:17:00           249  NaN     7      17          3    110590.00      3.316538  110705.2960    110718.68     14.157447  110696.5194    110734.20      2.330054  110753.3861    110790.34      3.993704  110739.6609    110793.75      3.439485  110714.5353
438   110659.39  110838.65  110838.66  110590.00    7.541284  110759.1852 2025-05-22 07:18:00           413  NaN     7      18          3    110651.95      4.374090  110665.0344    110590.00      3.316538  110705.2960    110718.68     14.157447  110696.5194    110734.20      2.330054  110753.3861    110790.34      3.993704  110739.6609
439   110836.88  110809.90  110909.62  110660.00    2.741249  110794.7970 2025-05-22 07:19:00           385  NaN     7      19          3    110838.65      7.541284  110759.1852    110651.95      4.374090  110665.0344    110590.00      3.316538  110705.2960    110718.68     14.157447  110696.5194    110734.20      2.330054  110753.3861
440   110898.65  110860.05  110933.19  110800.00    3.226155  110887.6064 2025-05-22 07:20:00           301  NaN     7      20          3    110809.90      2.741249  110794.7970    110838.65      7.541284  110759.1852    110651.95      4.374090  110665.0344    110590.00      3.316538  110705.2960    110718.68     14.157447  110696.5194
441   110860.05  110748.09  110863.36  110700.00    6.659771  110794.7835 2025-05-22 07:21:00           394  NaN     7      21          3    110860.05      3.226155  110887.6064    110809.90      2.741249  110794.7970    110838.65      7.541284  110759.1852    110651.95      4.374090  110665.0344    110590.00      3.316538  110705.2960
442   110743.35  110715.42  110743.35  110640.00   11.434386  110725.4338 2025-05-22 07:22:00           338  NaN     7      22          3    110748.09      6.659771  110794.7835    110860.05      3.226155  110887.6064    110809.90      2.741249  110794.7970    110838.65      7.541284  110759.1852    110651.95      4.374090  110665.0344
443   110718.10  110659.13  110730.00  110630.00    3.552275  110688.1069 2025-05-22 07:23:00           261  NaN     7      23          3    110715.42     11.434386  110725.4338    110748.09      6.659771  110794.7835    110860.05      3.226155  110887.6064    110809.90      2.741249  110794.7970    110838.65      7.541284  110759.1852
444   110660.44  110697.79  110712.83  110560.00    7.523731  110641.2543 2025-05-22 07:24:00           486  NaN     7      24          3    110659.13      3.552275  110688.1069    110715.42     11.434386  110725.4338    110748.09      6.659771  110794.7835    110860.05      3.226155  110887.6064    110809.90      2.741249  110794.7970
445   110701.28  110663.70  110705.68  110580.00    6.346399  110669.2004 2025-05-22 07:25:00           496  NaN     7      25          3    110697.79      7.523731  110641.2543    110659.13      3.552275  110688.1069    110715.42     11.434386  110725.4338    110748.09      6.659771  110794.7835    110860.05      3.226155  110887.6064
446   110658.29  110670.10  110670.10  110550.00    5.327702  110632.0207 2025-05-22 07:26:00           374  NaN     7      26          3    110663.70      6.346399  110669.2004    110697.79      7.523731  110641.2543    110659.13      3.552275  110688.1069    110715.42     11.434386  110725.4338    110748.09      6.659771  110794.7835
447   110629.01  110574.96  110670.10  110520.00   10.055083  110606.9849 2025-05-22 07:27:00           613  NaN     7      27          3    110670.10      5.327702  110632.0207    110663.70      6.346399  110669.2004    110697.79      7.523731  110641.2543    110659.13      3.552275  110688.1069    110715.42     11.434386  110725.4338
448   110574.97  110531.95  110631.10  110450.00    4.328005  110538.5532 2025-05-22 07:28:00           296  NaN     7      28          3    110574.96     10.055083  110606.9849    110670.10      5.327702  110632.0207    110663.70      6.346399  110669.2004    110697.79      7.523731  110641.2543    110659.13      3.552275  110688.1069
449   110531.95  110508.52  110564.00  110440.00    4.129966  110510.0326 2025-05-22 07:29:00           228  NaN     7      29          3    110531.95      4.328005  110538.5532    110574.96     10.055083  110606.9849    110670.10      5.327702  110632.0207    110663.70      6.346399  110669.2004    110697.79      7.523731  110641.2543
450   110508.51  110550.85  110550.85  110430.00    3.595863  110515.0352 2025-05-22 07:30:00           311  NaN     7      30          3    110508.52      4.129966  110510.0326    110531.95      4.328005  110538.5532    110574.96     10.055083  110606.9849    110670.10      5.327702  110632.0207    110663.70      6.346399  110669.2004
451   110554.40  110541.02  110559.56  110450.00    3.422151  110523.7978 2025-05-22 07:31:00           276  NaN     7      31          3    110550.85      3.595863  110515.0352    110508.52      4.129966  110510.0326    110531.95      4.328005  110538.5532    110574.96     10.055083  110606.9849    110670.10      5.327702  110632.0207
452   110541.02  110524.30  110541.55  110430.00    6.354687  110495.8704 2025-05-22 07:32:00           264  NaN     7      32          3    110541.02      3.422151  110523.7978    110550.85      3.595863  110515.0352    110508.52      4.129966  110510.0326    110531.95      4.328005  110538.5532    110574.96     10.055083  110606.9849
453   110524.30  110521.10  110550.94  110450.00    2.445250  110522.9773 2025-05-22 07:33:00           333  NaN     7      33          3    110524.30      6.354687  110495.8704    110541.02      3.422151  110523.7978    110550.85      3.595863  110515.0352    110508.52      4.129966  110510.0326    110531.95      4.328005  110538.5532
454   110548.65  110584.34  110584.34  110460.00    4.370642  110529.6645 2025-05-22 07:34:00           279  NaN     7      34          3    110521.10      2.445250  110522.9773    110524.30      6.354687  110495.8704    110541.02      3.422151  110523.7978    110550.85      3.595863  110515.0352    110508.52      4.129966  110510.0326
455   110584.63  110595.22  110626.90  110500.00    3.725442  110562.5762 2025-05-22 07:35:00           267  NaN     7      35          3    110584.34      4.370642  110529.6645    110521.10      2.445250  110522.9773    110524.30      6.354687  110495.8704    110541.02      3.422151  110523.7978    110550.85      3.595863  110515.0352
456   110595.22  110622.94  110641.06  110520.00    3.634771  110588.7652 2025-05-22 07:36:00           294  NaN     7      36          3    110595.22      3.725442  110562.5762    110584.34      4.370642  110529.6645    110521.10      2.445250  110522.9773    110524.30      6.354687  110495.8704    110541.02      3.422151  110523.7978
457   110622.94  110590.51  110632.89  110510.00    6.232492  110604.5725 2025-05-22 07:37:00           365  NaN     7      37          3    110622.94      3.634771  110588.7652    110595.22      3.725442  110562.5762    110584.34      4.370642  110529.6645    110521.10      2.445250  110522.9773    110524.30      6.354687  110495.8704
458   110590.52  110638.63  110643.82  110510.00    3.191858  110604.6393 2025-05-22 07:38:00           295  NaN     7      38          3    110590.51      6.232492  110604.5725    110622.94      3.634771  110588.7652    110595.22      3.725442  110562.5762    110584.34      4.370642  110529.6645    110521.10      2.445250  110522.9773
459   110638.63  110638.94  110675.59  110550.00    4.445242  110641.6954 2025-05-22 07:39:00           274  NaN     7      39          3    110638.63      3.191858  110604.6393    110590.51      6.232492  110604.5725    110622.94      3.634771  110588.7652    110595.22      3.725442  110562.5762    110584.34      4.370642  110529.6645
460   110638.95  110663.66  110671.35  110550.00    3.941154  110652.8985 2025-05-22 07:40:00           324  NaN     7      40          3    110638.94      4.445242  110641.6954    110638.63      3.191858  110604.6393    110590.51      6.232492  110604.5725    110622.94      3.634771  110588.7652    110595.22      3.725442  110562.5762
461   110663.63  110635.79  110683.21  110550.00    2.816172  110634.2177 2025-05-22 07:41:00           224  NaN     7      41          3    110663.66      3.941154  110652.8985    110638.94      4.445242  110641.6954    110638.63      3.191858  110604.6393    110590.51      6.232492  110604.5725    110622.94      3.634771  110588.7652
462   110635.79  110615.71  110636.22  110500.00    2.395704  110599.0405 2025-05-22 07:42:00           270  NaN     7      42          3    110635.79      2.816172  110634.2177    110663.66      3.941154  110652.8985    110638.94      4.445242  110641.6954    110638.63      3.191858  110604.6393    110590.51      6.232492  110604.5725
463   110615.70  110668.40  110668.41  110530.00    1.418999  110626.5765 2025-05-22 07:43:00           228  NaN     7      43          3    110615.71      2.395704  110599.0405    110635.79      2.816172  110634.2177    110663.66      3.941154  110652.8985    110638.94      4.445242  110641.6954    110638.63      3.191858  110604.6393
464   110668.41  110685.05  110685.05  110570.00    1.909961  110659.1561 2025-05-22 07:44:00           185  NaN     7      44          3    110668.40      1.418999  110626.5765    110615.71      2.395704  110599.0405    110635.79      2.816172  110634.2177    110663.66      3.941154  110652.8985    110638.94      4.445242  110641.6954
465   110686.61  110711.20  110711.20  110580.00    2.493903  110675.0106 2025-05-22 07:45:00           231  NaN     7      45          3    110685.05      1.909961  110659.1561    110668.40      1.418999  110626.5765    110615.71      2.395704  110599.0405    110635.79      2.816172  110634.2177    110663.66      3.941154  110652.8985
466   110711.20  110660.00  110771.28  110610.00    5.020060  110742.9516 2025-05-22 07:46:00           311  NaN     7      46          3    110711.20      2.493903  110675.0106    110685.05      1.909961  110659.1561    110668.40      1.418999  110626.5765    110615.71      2.395704  110599.0405    110635.79      2.816172  110634.2177
467   110757.85  110708.93  110758.35  110660.00    4.115782  110726.5986 2025-05-22 07:47:00           279  NaN     7      47          3    110660.00      5.020060  110742.9516    110711.20      2.493903  110675.0106    110685.05      1.909961  110659.1561    110668.40      1.418999  110626.5765    110615.71      2.395704  110599.0405
468   110708.94  110822.06  110823.66  110610.00    6.323418  110737.8546 2025-05-22 07:48:00           380  NaN     7      48          3    110708.93      4.115782  110726.5986    110660.00      5.020060  110742.9516    110711.20      2.493903  110675.0106    110685.05      1.909961  110659.1561    110668.40      1.418999  110626.5765
469   110822.06  110840.27  110865.50  110720.00    2.693620  110822.5393 2025-05-22 07:49:00           252  NaN     7      49          3    110822.06      6.323418  110737.8546    110708.93      4.115782  110726.5986    110660.00      5.020060  110742.9516    110711.20      2.493903  110675.0106    110685.05      1.909961  110659.1561
470   110842.93  110938.90  110938.90  110750.00   14.545568  110852.7207 2025-05-22 07:50:00           383  NaN     7      50          3    110840.27      2.693620  110822.5393    110822.06      6.323418  110737.8546    110708.93      4.115782  110726.5986    110660.00      5.020060  110742.9516    110711.20      2.493903  110675.0106
471   110922.01  110939.00  111019.92  110800.00   14.267329  110928.6025 2025-05-22 07:51:00           466  NaN     7      51          3    110938.90     14.545568  110852.7207    110840.27      2.693620  110822.5393    110822.06      6.323418  110737.8546    110708.93      4.115782  110726.5986    110660.00      5.020060  110742.9516
472   111019.87  111085.14  111111.00  110900.00   10.322496  111028.5291 2025-05-22 07:52:00           580  NaN     7      52          3    110939.00     14.267329  110928.6025    110938.90     14.545568  110852.7207    110840.27      2.693620  110822.5393    110822.06      6.323418  110737.8546    110708.93      4.115782  110726.5986
473   111088.79  111054.22  111119.88  111000.00    6.725382  111091.7867 2025-05-22 07:53:00           407  NaN     7      53          3    111085.14     10.322496  111028.5291    110939.00     14.267329  110928.6025    110938.90     14.545568  110852.7207    110840.27      2.693620  110822.5393    110822.06      6.323418  110737.8546
474   111054.23  111101.60  111142.46  110990.00    3.850882  111093.4575 2025-05-22 07:54:00           424  NaN     7      54          3    111054.22      6.725382  111091.7867    111085.14     10.322496  111028.5291    110939.00     14.267329  110928.6025    110938.90     14.545568  110852.7207    110840.27      2.693620  110822.5393
475   111101.48  111276.88  111340.00  111040.00   21.412260  111168.9183 2025-05-22 07:55:00           903  NaN     7      55          3    111101.60      3.850882  111093.4575    111054.22      6.725382  111091.7867    111085.14     10.322496  111028.5291    110939.00     14.267329  110928.6025    110938.90     14.545568  110852.7207
476   111276.85  111263.13  111309.48  111190.00    5.117368  111264.5865 2025-05-22 07:56:00           462  NaN     7      56          3    111276.88     21.412260  111168.9183    111101.60      3.850882  111093.4575    111054.22      6.725382  111091.7867    111085.14     10.322496  111028.5291    110939.00     14.267329  110928.6025
477   111263.97  111239.00  111275.69  111150.00    4.907564  111218.5879 2025-05-22 07:57:00           439  NaN     7      57          3    111263.13      5.117368  111264.5865    111276.88     21.412260  111168.9183    111101.60      3.850882  111093.4575    111054.22      6.725382  111091.7867    111085.14     10.322496  111028.5291
478   111232.01  111030.61  111239.66  110970.00    7.041684  111125.9397 2025-05-22 07:58:00           516  NaN     7      58          3    111239.00      4.907564  111218.5879    111263.13      5.117368  111264.5865    111276.88     21.412260  111168.9183    111101.60      3.850882  111093.4575    111054.22      6.725382  111091.7867
